j1,j2,j3,j4,j5,j6,j7
0.0,0.7,0.0,1.5707963267948966,0.0,0.8707963267948966,0.0
-0.0007094058753743394,0.700111860609885,0.007193110319922223,1.5710470082224766,0.0007959229625761909,0.870739049610863,0.0
-0.001492304805149493,0.7002073912331453,0.011374247560283634,1.5711959609563007,0.0012760866517704688,0.8707019567194019,0.0
-0.0024017610046455414,0.7003413584464604,0.016510257816925816,1.5713766931166546,0.0018632914588537866,0.870654899499263,0.0
-0.0035155532017915082,0.7006000409155272,0.0247756479429683,1.5716801006795504,0.0027913666324499457,0.8705658884188266,0.0
-0.004898365740356922,0.7009683769746704,0.03375636644652112,1.5720541158367574,0.0038074635190535142,0.8704396425157276,0.0
-0.006367886582104481,0.7012881708718711,0.04018758551672592,1.5723451696300614,0.004557327496280877,0.8703359062379794,0.0
-0.007526745156475769,0.7015167160086887,0.044403352241607845,1.5725399234336899,0.00505782796396822,0.8702662832872792,0.0
-0.009073480691363893,0.7020503079714324,0.05300488424045867,1.5730056417144138,0.006039885152323676,0.8700819320657388,0.0
-0.010580313167352445,0.7024786598611166,0.059165228172163006,1.5733586393298695,0.0067613382398769885,0.8699402010542113,0.0
-0.01193704085033562,0.7028702356808185,0.06439038684854752,1.5736732333477248,0.007376458418263865,0.8698122042014833,0.0
-0.013570388257426614,0.7036818025948426,0.07385346048677442,1.5743526381260597,0.008450954388299762,0.8695158834152248,0.0
-0.014196612264650426,0.7038263487335172,0.07556782728517362,1.5744577025564348,0.008660753121059265,0.8694738071175772,0.0
-0.015874794496759197,0.7051772044906279,0.08863036494898517,1.5756052549856259,0.010114384197782964,0.8689456311184934,0.0
-0.017793899802094677,0.705825271973659,0.09467659452930074,1.57609402813526,0.010838472325291188,0.8687293340226434,0.0
-0.019435203227318672,0.7064252194780126,0.10001286372148518,1.576544340066436,0.011474254001392164,0.8685292731313691,0.0
-0.021032203163951827,0.7071098396371164,0.10573706094352202,1.5770654120215313,0.012147888570286501,0.8682941795128262,0.0
-0.02250207967753028,0.7077822500866018,0.1110960928218307,1.5775758488018314,0.012776524535193446,0.8680626311619315,0.0
-0.024036104646019324,0.7086180129937493,0.11733928104488817,1.5782208200107974,0.013499742790703196,0.8677652888524553,0.0
